age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,management,single,tertiary,37managementsingletertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
36,technician,single,tertiary,36techniciansingletertiary,no,470,yes,no,cellular,16,apr,123,3,265,13,success,no
37,admin.,single,primary,37admin.singleprimary,no,912,yes,no,cellular,12,may,637,3,328,22,other,yes
35,housemaid,married,tertiary,35housemaidmarriedtertiary,no,11219,no,no,cellular,23,feb,135,1,195,3,failure,no
46,management,single,tertiary,46managementsingletertiary,no,334,yes,no,telephone,4,may,36,6,90,2,other,no
55,blue-collar,married,primary,55blue-collarmarriedprimary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,no
37,services,married,secondary,37servicesmarriedsecondary,no,3,yes,no,cellular,12,jun,105,4,318,6,failure,no
56,management,married,tertiary,56managementmarriedtertiary,no,505,yes,yes,cellular,5,may,221,1,169,3,failure,no
33,self-employed,married,tertiary,33self-employedmarriedtertiary,no,263,no,no,cellular,14,aug,257,1,102,2,failure,no
36,technician,married,secondary,36technicianmarriedsecondary,no,15485,no,no,cellular,26,may,83,1,42,1,success,no
37,management,divorced,secondary,37managementdivorcedsecondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no
55,unemployed,divorced,secondary,55unemployeddivorcedsecondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
33,technician,married,secondary,33technicianmarriedsecondary,no,1026,no,no,cellular,4,aug,87,1,1,5,failure,no
31,admin.,single,tertiary,31admin.singletertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes
34,admin.,divorced,secondary,34admin.divorcedsecondary,no,961,no,no,cellular,5,apr,137,2,430,2,failure,no
45,admin.,married,secondary,45admin.marriedsecondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,no
56,services,divorced,secondary,56servicesdivorcedsecondary,no,935,no,no,cellular,2,jun,136,1,96,3,failure,no
49,blue-collar,married,secondary,49blue-collarmarriedsecondary,no,1230,yes,yes,cellular,15,may,167,2,373,3,failure,no
35,technician,single,secondary,35techniciansinglesecondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,yes
46,blue-collar,married,secondary,46blue-collarmarriedsecondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,yes
30,services,divorced,secondary,30servicesdivorcedsecondary,no,341,yes,no,cellular,13,may,54,1,174,1,success,no
34,entrepreneur,married,secondary,34entrepreneurmarriedsecondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure,no
35,student,married,tertiary,35studentmarriedtertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes
48,blue-collar,married,secondary,48blue-collarmarriedsecondary,no,7985,yes,no,cellular,11,may,232,2,347,1,failure,no
44,admin.,divorced,secondary,44admin.divorcedsecondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,no
25,services,married,secondary,25servicesmarriedsecondary,no,10,yes,no,cellular,7,may,51,1,294,1,failure,no
52,blue-collar,married,primary,52blue-collarmarriedprimary,no,281,yes,no,cellular,16,apr,55,4,335,3,other,no
36,services,married,secondary,36servicesmarriedsecondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
31,admin.,married,secondary,31admin.marriedsecondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,no
61,management,married,tertiary,61managementmarriedtertiary,no,13546,no,no,cellular,25,jan,318,2,283,3,success,no
58,management,divorced,tertiary,58managementdivorcedtertiary,no,5701,no,no,cellular,14,aug,92,3,106,2,success,no
53,blue-collar,married,secondary,53blue-collarmarriedsecondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,failure,yes
32,admin.,divorced,secondary,32admin.divorcedsecondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no
30,services,single,secondary,30servicessinglesecondary,no,177,yes,no,cellular,18,may,187,4,356,2,other,no
44,services,married,secondary,44servicesmarriedsecondary,no,1872,yes,no,cellular,6,may,175,1,322,3,failure,no
28,services,single,secondary,28servicessinglesecondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
35,management,single,tertiary,35managementsingletertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
27,management,single,tertiary,27managementsingletertiary,no,616,yes,no,cellular,22,may,685,1,101,1,other,yes
41,blue-collar,married,secondary,41blue-collarmarriedsecondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no
23,student,single,secondary,23studentsinglesecondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,yes
37,management,married,tertiary,37managementmarriedtertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,no
32,student,married,secondary,32studentmarriedsecondary,no,833,yes,no,telephone,2,nov,227,5,164,3,other,no
21,blue-collar,single,secondary,21blue-collarsinglesecondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
36,blue-collar,married,primary,36blue-collarmarriedprimary,no,1993,yes,yes,cellular,13,may,174,1,359,2,other,no
52,management,married,tertiary,52managementmarriedtertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,yes
48,admin.,divorced,secondary,48admin.divorcedsecondary,no,955,yes,no,cellular,4,feb,108,2,265,3,other,no
28,services,married,secondary,28servicesmarriedsecondary,no,511,yes,no,cellular,15,may,274,1,319,5,failure,no
43,admin.,married,secondary,43admin.marriedsecondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
37,unemployed,married,secondary,37unemployedmarriedsecondary,no,2424,no,no,cellular,20,nov,633,2,156,2,other,no
27,blue-collar,single,primary,27blue-collarsingleprimary,no,409,yes,no,cellular,18,may,276,4,301,2,success,no
58,retired,married,tertiary,58retiredmarriedtertiary,no,138,no,no,cellular,7,may,143,1,346,5,failure,no
40,management,divorced,tertiary,40managementdivorcedtertiary,no,502,yes,no,cellular,3,feb,267,4,270,3,other,no
51,blue-collar,married,primary,51blue-collarmarriedprimary,no,3185,yes,no,cellular,13,may,154,1,174,2,failure,no
38,technician,single,secondary,38techniciansinglesecondary,no,8381,no,no,cellular,15,apr,82,1,145,1,failure,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,8135,yes,no,cellular,20,nov,358,1,184,1,failure,no
44,blue-collar,married,secondary,44blue-collarmarriedsecondary,no,3060,yes,no,cellular,20,nov,113,1,189,2,failure,no
41,blue-collar,married,primary,41blue-collarmarriedprimary,no,201,yes,no,cellular,4,feb,69,1,1,1,success,no
24,student,single,secondary,24studentsinglesecondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,yes
32,management,single,tertiary,32managementsingletertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure,yes
46,management,single,secondary,46managementsinglesecondary,no,5993,no,no,cellular,20,may,165,1,56,3,failure,no
37,services,single,secondary,37servicessinglesecondary,no,50,no,no,cellular,19,nov,244,1,154,8,other,no
38,technician,single,secondary,38techniciansinglesecondary,no,435,yes,no,cellular,6,may,437,4,345,1,failure,no
29,admin.,married,secondary,29admin.marriedsecondary,no,503,no,yes,cellular,5,feb,433,1,199,2,failure,no
33,management,divorced,tertiary,33managementdivorcedtertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes
24,technician,single,tertiary,24techniciansingletertiary,no,10,yes,no,cellular,18,may,78,2,367,2,other,no
71,management,married,tertiary,71managementmarriedtertiary,no,13297,no,no,cellular,11,aug,265,1,190,2,failure,no
50,management,divorced,tertiary,50managementdivorcedtertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,no
44,unemployed,married,secondary,44unemployedmarriedsecondary,no,728,yes,no,cellular,7,apr,185,1,328,11,failure,no
33,technician,single,secondary,33techniciansinglesecondary,no,781,yes,no,cellular,3,jun,266,1,27,1,failure,no
50,management,divorced,tertiary,50managementdivorcedtertiary,no,405,no,no,cellular,2,jul,146,1,91,6,failure,no
37,blue-collar,married,secondary,37blue-collarmarriedsecondary,no,688,yes,no,cellular,9,feb,158,2,279,2,failure,no
30,technician,single,secondary,30techniciansinglesecondary,no,323,no,no,cellular,25,jan,116,1,151,3,failure,no
26,management,single,tertiary,26managementsingletertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
32,management,married,tertiary,32managementmarriedtertiary,no,2667,yes,no,cellular,4,sep,171,2,186,2,failure,no
35,management,single,tertiary,35managementsingletertiary,no,13,yes,no,cellular,18,may,17,8,178,5,other,no
35,admin.,divorced,secondary,35admin.divorcedsecondary,no,534,no,no,cellular,15,may,669,1,312,3,failure,yes
39,services,single,secondary,39servicessinglesecondary,no,1048,yes,no,cellular,15,jun,108,1,32,1,failure,no
45,blue-collar,married,primary,45blue-collarmarriedprimary,no,2348,yes,no,cellular,17,apr,492,1,148,1,other,no
43,entrepreneur,married,primary,43entrepreneurmarriedprimary,no,629,yes,no,cellular,2,feb,70,3,265,4,other,no
34,management,single,tertiary,34managementsingletertiary,no,7263,yes,no,telephone,13,may,38,1,37,1,failure,no
44,self-employed,divorced,tertiary,44self-employeddivorcedtertiary,no,1070,yes,no,cellular,12,aug,137,2,104,3,success,yes
29,admin.,single,secondary,29admin.singlesecondary,no,460,yes,no,cellular,18,may,191,2,357,6,success,no
53,services,married,secondary,53servicesmarriedsecondary,no,660,no,no,cellular,2,feb,210,1,272,2,failure,no
50,technician,married,secondary,50technicianmarriedsecondary,no,20,yes,no,cellular,8,may,57,1,303,1,failure,no
50,services,married,primary,50servicesmarriedprimary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
33,technician,single,secondary,33techniciansinglesecondary,no,2583,no,no,cellular,25,may,241,1,108,1,failure,no
34,management,married,tertiary,34managementmarriedtertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,no
57,entrepreneur,divorced,secondary,57entrepreneurdivorcedsecondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no
56,management,married,primary,56managementmarriedprimary,no,199,yes,yes,cellular,4,feb,331,2,209,1,failure,no
57,technician,married,secondary,57technicianmarriedsecondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,yes
37,technician,married,tertiary,37technicianmarriedtertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
55,retired,married,secondary,55retiredmarriedsecondary,no,905,no,no,cellular,30,jan,861,1,2,1,other,no
38,admin.,married,secondary,38admin.marriedsecondary,no,281,yes,no,cellular,16,apr,235,2,335,2,failure,no
40,management,married,secondary,40managementmarriedsecondary,no,363,yes,yes,cellular,26,may,135,1,104,2,failure,no
37,admin.,divorced,secondary,37admin.divorcedsecondary,no,246,yes,no,cellular,11,may,288,1,360,2,failure,no
58,management,married,tertiary,58managementmarriedtertiary,no,2142,yes,no,cellular,4,feb,41,2,274,3,failure,no
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no
37,technician,married,secondary,37technicianmarriedsecondary,no,146,yes,yes,cellular,6,may,82,2,356,2,failure,no
49,management,married,tertiary,49managementmarriedtertiary,no,489,yes,no,cellular,6,may,65,1,358,1,failure,no
46,blue-collar,married,secondary,46blue-collarmarriedsecondary,no,6879,no,no,cellular,20,jul,296,1,281,2,failure,no
37,technician,married,secondary,37technicianmarriedsecondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure,no
40,entrepreneur,married,tertiary,40entrepreneurmarriedtertiary,no,2644,yes,no,cellular,3,apr,235,1,133,3,failure,no
29,student,single,secondary,29studentsinglesecondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
43,admin.,married,secondary,43admin.marriedsecondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes
46,admin.,married,secondary,46admin.marriedsecondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,yes
47,blue-collar,married,secondary,47blue-collarmarriedsecondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes
34,services,married,secondary,34servicesmarriedsecondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,yes
33,technician,single,tertiary,33techniciansingletertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
22,management,single,tertiary,22managementsingletertiary,no,104,no,yes,cellular,18,oct,509,1,185,3,success,yes
32,services,married,secondary,32servicesmarriedsecondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes
30,management,single,tertiary,30managementsingletertiary,no,720,no,no,cellular,15,jan,1265,4,210,4,other,yes
28,management,single,tertiary,28managementsingletertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,yes
30,blue-collar,married,primary,30blue-collarmarriedprimary,no,201,yes,no,cellular,5,mar,116,7,186,13,success,no
34,management,single,tertiary,34managementsingletertiary,no,1228,no,no,cellular,13,aug,99,2,105,10,success,no
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,1454,yes,no,cellular,12,aug,323,1,182,4,success,yes
33,management,married,tertiary,33managementmarriedtertiary,no,158,no,no,cellular,30,apr,169,2,83,2,success,no
50,blue-collar,married,primary,50blue-collarmarriedprimary,no,1549,yes,no,cellular,11,may,445,2,299,6,other,no
34,admin.,married,tertiary,34admin.marriedtertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
43,management,married,tertiary,43managementmarriedtertiary,no,344,yes,yes,cellular,28,jan,282,1,238,2,failure,no
31,services,single,secondary,31servicessinglesecondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,yes
30,technician,single,tertiary,30techniciansingletertiary,no,1185,yes,no,cellular,30,apr,284,1,339,1,failure,no
39,technician,single,tertiary,39techniciansingletertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,yes
29,admin.,married,secondary,29admin.marriedsecondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
34,admin.,single,secondary,34admin.singlesecondary,no,1352,yes,no,cellular,20,apr,126,1,334,3,other,no
34,services,single,primary,34servicessingleprimary,no,25,yes,yes,cellular,9,apr,96,4,314,8,other,no
47,technician,married,secondary,47technicianmarriedsecondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no
60,retired,divorced,secondary,60retireddivorcedsecondary,no,514,no,no,cellular,15,oct,187,2,213,10,success,yes
30,technician,single,tertiary,30techniciansingletertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,yes
27,management,married,tertiary,27managementmarriedtertiary,no,1531,yes,no,cellular,15,may,187,1,367,4,failure,no
36,services,married,secondary,36servicesmarriedsecondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,yes
31,blue-collar,married,secondary,31blue-collarmarriedsecondary,no,1981,yes,no,cellular,16,apr,198,1,268,2,failure,no
50,admin.,married,secondary,50admin.marriedsecondary,no,284,yes,no,cellular,11,may,106,1,278,3,failure,no
26,student,single,secondary,26studentsinglesecondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,yes
39,unemployed,married,tertiary,39unemployedmarriedtertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,yes
43,unemployed,married,secondary,43unemployedmarriedsecondary,no,1943,yes,no,cellular,3,apr,273,2,136,2,failure,no
49,blue-collar,married,secondary,49blue-collarmarriedsecondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure,no
33,management,married,tertiary,33managementmarriedtertiary,no,864,yes,no,cellular,20,apr,170,1,235,19,failure,no
44,management,married,tertiary,44managementmarriedtertiary,no,149,yes,no,cellular,29,jan,507,1,220,2,success,no
42,technician,divorced,secondary,42techniciandivorcedsecondary,no,2189,no,no,cellular,16,apr,67,5,149,2,other,no
70,retired,married,secondary,70retiredmarriedsecondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
53,blue-collar,married,secondary,53blue-collarmarriedsecondary,no,3815,no,no,telephone,20,nov,75,2,149,3,failure,no
39,admin.,divorced,secondary,39admin.divorcedsecondary,no,442,yes,no,cellular,2,feb,204,2,257,2,other,no
26,housemaid,married,secondary,26housemaidmarriedsecondary,no,13,yes,no,cellular,7,may,132,2,293,1,other,no
30,technician,single,secondary,30techniciansinglesecondary,no,601,no,no,cellular,12,jun,80,3,105,1,failure,no
37,management,divorced,tertiary,37managementdivorcedtertiary,no,488,yes,no,cellular,17,sep,328,1,854,2,failure,yes
56,blue-collar,married,primary,56blue-collarmarriedprimary,no,828,yes,no,cellular,14,may,214,1,349,1,failure,no
29,services,single,secondary,29servicessinglesecondary,no,102,no,no,cellular,12,jul,154,1,182,5,failure,no
39,services,married,secondary,39servicesmarriedsecondary,no,25,yes,yes,cellular,12,may,658,1,351,3,failure,yes
28,services,single,secondary,28servicessinglesecondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,yes
31,technician,single,tertiary,31techniciansingletertiary,no,236,yes,no,cellular,30,jan,200,1,259,1,failure,no
34,blue-collar,married,secondary,34blue-collarmarriedsecondary,no,563,no,yes,cellular,5,feb,384,1,2,2,failure,no
52,blue-collar,divorced,primary,52blue-collardivorcedprimary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,no
57,admin.,married,secondary,57admin.marriedsecondary,no,567,yes,no,cellular,2,feb,87,2,265,3,other,no
28,blue-collar,single,secondary,28blue-collarsinglesecondary,yes,87,yes,no,cellular,7,may,27,1,345,1,failure,no
29,admin.,single,secondary,29admin.singlesecondary,no,305,yes,no,cellular,18,may,18,4,304,1,failure,no
53,admin.,married,secondary,53admin.marriedsecondary,no,2851,no,yes,telephone,1,jun,89,1,119,1,failure,no
29,blue-collar,married,secondary,29blue-collarmarriedsecondary,no,59,yes,yes,cellular,14,may,100,3,356,2,failure,no
50,management,married,secondary,50managementmarriedsecondary,no,268,no,no,cellular,3,jun,74,2,90,2,failure,no
34,self-employed,married,tertiary,34self-employedmarriedtertiary,no,263,no,no,cellular,4,may,203,1,78,8,other,no
68,retired,married,secondary,68retiredmarriedsecondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,yes
35,blue-collar,married,primary,35blue-collarmarriedprimary,no,22,yes,no,cellular,15,may,1190,2,302,2,other,yes
35,admin.,divorced,tertiary,35admin.divorcedtertiary,no,262,yes,no,cellular,20,apr,690,2,335,4,other,no
53,blue-collar,divorced,primary,53blue-collardivorcedprimary,no,255,yes,no,cellular,4,feb,134,2,272,2,failure,no
51,retired,divorced,secondary,51retireddivorcedsecondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
50,management,married,tertiary,50managementmarriedtertiary,no,938,no,no,cellular,6,aug,148,2,98,1,success,no
43,management,married,tertiary,43managementmarriedtertiary,no,9261,yes,no,cellular,17,apr,273,2,254,2,failure,no
52,technician,married,tertiary,52technicianmarriedtertiary,no,136,yes,no,telephone,14,may,46,2,287,10,other,no
29,technician,single,tertiary,29techniciansingletertiary,no,865,no,no,cellular,17,may,248,3,243,1,failure,no
33,management,married,tertiary,33managementmarriedtertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,no
59,technician,married,secondary,59technicianmarriedsecondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
37,management,married,secondary,37managementmarriedsecondary,no,510,yes,no,cellular,19,nov,67,2,90,6,failure,no
41,management,married,secondary,41managementmarriedsecondary,no,41,yes,no,cellular,8,may,177,2,364,6,other,no
27,technician,single,secondary,27techniciansinglesecondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
33,management,married,tertiary,33managementmarriedtertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
41,technician,single,tertiary,41techniciansingletertiary,no,1646,yes,no,cellular,5,aug,172,3,92,8,success,yes
32,management,married,tertiary,32managementmarriedtertiary,no,1270,no,no,cellular,3,sep,420,1,15,3,success,no
22,services,single,secondary,22servicessinglesecondary,no,361,no,no,telephone,1,sep,232,1,86,6,failure,no
33,management,married,tertiary,33managementmarriedtertiary,no,8339,yes,no,cellular,5,may,335,2,165,5,other,no
40,technician,married,secondary,40technicianmarriedsecondary,no,372,yes,no,cellular,21,nov,365,1,100,2,failure,no
57,admin.,married,secondary,57admin.marriedsecondary,no,169,no,no,cellular,30,apr,319,1,86,1,success,no
80,retired,married,secondary,80retiredmarriedsecondary,no,668,no,no,telephone,8,jul,250,1,371,1,success,yes
31,blue-collar,married,secondary,31blue-collarmarriedsecondary,no,658,yes,yes,cellular,17,apr,268,1,270,1,failure,no
43,unemployed,married,secondary,43unemployedmarriedsecondary,no,511,yes,yes,telephone,5,feb,191,5,190,5,other,no
41,blue-collar,married,primary,41blue-collarmarriedprimary,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
49,admin.,married,secondary,49admin.marriedsecondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
49,admin.,single,secondary,49admin.singlesecondary,no,1150,yes,no,cellular,18,may,126,2,355,1,failure,no
28,blue-collar,single,secondary,28blue-collarsinglesecondary,no,5,yes,no,cellular,14,may,178,2,360,3,failure,no
49,technician,married,secondary,49technicianmarriedsecondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,no
25,blue-collar,single,secondary,25blue-collarsinglesecondary,no,171,yes,no,cellular,15,may,178,1,359,2,failure,no
43,services,divorced,secondary,43servicesdivorcedsecondary,no,372,yes,yes,cellular,4,feb,618,2,274,2,failure,no
46,blue-collar,married,primary,46blue-collarmarriedprimary,no,292,yes,no,cellular,20,apr,386,2,234,4,failure,no
57,management,divorced,tertiary,57managementdivorcedtertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
50,management,married,tertiary,50managementmarriedtertiary,no,5108,yes,no,cellular,5,apr,874,2,108,3,success,no
48,management,single,tertiary,48managementsingletertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
53,entrepreneur,divorced,tertiary,53entrepreneurdivorcedtertiary,no,81,yes,no,cellular,6,may,178,5,352,3,failure,no
53,admin.,single,secondary,53admin.singlesecondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
36,technician,single,secondary,36techniciansinglesecondary,no,634,yes,no,cellular,6,may,281,2,250,2,failure,no
53,housemaid,married,secondary,53housemaidmarriedsecondary,no,1182,yes,no,cellular,7,sep,82,1,293,1,failure,no
32,blue-collar,married,secondary,32blue-collarmarriedsecondary,no,25,yes,no,cellular,6,may,28,2,345,3,other,no
58,retired,married,secondary,58retiredmarriedsecondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
34,admin.,married,secondary,34admin.marriedsecondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
39,blue-collar,single,secondary,39blue-collarsinglesecondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
43,services,single,secondary,43servicessinglesecondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
33,technician,single,tertiary,33techniciansingletertiary,no,1636,yes,no,cellular,4,may,592,1,66,1,success,yes
37,services,married,secondary,37servicesmarriedsecondary,no,655,no,no,cellular,13,may,272,1,342,2,other,no
32,management,single,tertiary,32managementsingletertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
30,management,single,tertiary,30managementsingletertiary,no,1422,yes,yes,cellular,29,jan,305,1,223,27,failure,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,287,yes,no,telephone,20,apr,73,3,325,3,failure,no
32,technician,single,secondary,32techniciansinglesecondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
35,admin.,married,secondary,35admin.marriedsecondary,no,3487,yes,no,cellular,17,apr,323,2,319,1,failure,no
51,admin.,married,secondary,51admin.marriedsecondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,yes
32,services,single,secondary,32servicessinglesecondary,no,124,yes,no,cellular,6,feb,202,3,9,5,other,no
26,student,single,secondary,26studentsinglesecondary,no,1164,no,no,cellular,9,jul,116,1,301,1,other,no
41,services,married,secondary,41servicesmarriedsecondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
42,self-employed,married,secondary,42self-employedmarriedsecondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
32,management,divorced,tertiary,32managementdivorcedtertiary,no,530,yes,no,cellular,29,jan,131,1,127,3,failure,no
43,admin.,single,secondary,43admin.singlesecondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
49,management,married,tertiary,49managementmarriedtertiary,no,3842,no,no,cellular,5,apr,163,1,186,3,failure,no
41,management,married,secondary,41managementmarriedsecondary,no,1956,no,no,cellular,4,may,114,6,168,11,other,no
37,blue-collar,divorced,secondary,37blue-collardivorcedsecondary,no,638,yes,no,cellular,8,may,326,1,326,2,success,no
48,admin.,married,secondary,48admin.marriedsecondary,no,257,yes,no,telephone,8,may,186,4,358,11,failure,no
56,retired,married,secondary,56retiredmarriedsecondary,no,102,yes,no,telephone,11,may,267,1,369,1,failure,no
22,student,single,secondary,22studentsinglesecondary,no,123,no,no,telephone,12,may,267,2,89,7,success,no
35,admin.,married,secondary,35admin.marriedsecondary,no,34,yes,no,cellular,13,may,249,2,365,3,failure,no
75,retired,divorced,tertiary,75retireddivorcedtertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
35,technician,married,secondary,35technicianmarriedsecondary,no,2779,no,no,cellular,26,apr,182,2,186,2,success,yes
32,unemployed,married,secondary,32unemployedmarriedsecondary,no,314,yes,no,cellular,11,may,18,6,172,10,success,no
27,student,single,tertiary,27studentsingletertiary,no,5169,yes,no,cellular,3,sep,431,1,466,3,success,yes
37,services,married,secondary,37servicesmarriedsecondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
36,admin.,married,secondary,36admin.marriedsecondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
38,technician,married,secondary,38technicianmarriedsecondary,no,525,yes,yes,telephone,18,may,15,7,178,1,other,no
34,admin.,married,secondary,34admin.marriedsecondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,yes
33,management,married,tertiary,33managementmarriedtertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
56,blue-collar,divorced,primary,56blue-collardivorcedprimary,no,190,yes,no,cellular,12,may,15,8,351,9,other,no
30,blue-collar,married,primary,30blue-collarmarriedprimary,no,2929,yes,no,cellular,21,nov,432,2,184,1,other,no
34,blue-collar,married,secondary,34blue-collarmarriedsecondary,no,745,yes,no,cellular,20,apr,400,5,332,4,failure,no
30,management,single,tertiary,30managementsingletertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
51,housemaid,married,primary,51housemaidmarriedprimary,no,605,no,no,cellular,3,feb,91,2,159,14,failure,no
55,management,married,primary,55managementmarriedprimary,no,113,no,no,cellular,12,aug,306,1,457,3,failure,yes
48,blue-collar,married,primary,48blue-collarmarriedprimary,no,643,yes,no,cellular,11,may,66,4,173,7,other,no
32,admin.,married,tertiary,32admin.marriedtertiary,no,390,yes,yes,cellular,5,may,100,1,243,1,other,no
45,technician,married,secondary,45technicianmarriedsecondary,no,1818,no,no,cellular,2,feb,197,1,241,2,other,no
50,blue-collar,married,primary,50blue-collarmarriedprimary,no,226,yes,no,cellular,15,may,98,1,330,5,failure,no
41,technician,single,tertiary,41techniciansingletertiary,no,431,no,no,cellular,23,jul,196,1,88,5,failure,yes
33,admin.,single,secondary,33admin.singlesecondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes
29,admin.,single,secondary,29admin.singlesecondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
27,technician,single,secondary,27techniciansinglesecondary,no,639,yes,no,cellular,16,apr,119,1,314,5,success,no
29,student,single,secondary,29studentsinglesecondary,no,154,yes,no,cellular,13,may,20,6,358,9,failure,no
34,management,married,tertiary,34managementmarriedtertiary,no,250,no,no,cellular,9,dec,787,1,188,8,other,no
53,blue-collar,single,secondary,53blue-collarsinglesecondary,no,2430,yes,yes,cellular,19,nov,73,2,145,3,failure,no
40,admin.,single,secondary,40admin.singlesecondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure,yes
33,admin.,married,secondary,33admin.marriedsecondary,no,1077,yes,no,cellular,18,may,432,3,374,3,other,no
