,age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2082,37,admin.,2,1,37admin.divorcedsecondary,no,506,1,0,1,2,feb,446,2,273,1,0,0
2083,31,services,0,1,31servicessinglesecondary,no,1510,1,0,1,13,may,72,4,176,1,0,0
2084,64,management,1,2,64managementmarriedtertiary,no,3951,0,0,1,28,jan,134,1,91,1,1,1
2085,35,services,1,1,35servicesmarriedsecondary,no,1659,1,0,1,3,feb,149,3,215,1,0,0
2086,34,management,1,2,34managementmarriedtertiary,no,273,1,0,1,14,may,492,1,175,2,0,1
2087,52,admin.,2,1,52admin.divorcedsecondary,no,340,1,0,1,17,apr,463,1,344,1,0,0
2088,45,technician,1,1,45technicianmarriedsecondary,no,406,1,0,1,3,jun,240,1,307,10,2,0
2089,31,technician,0,1,31techniciansinglesecondary,no,2544,0,0,1,12,jan,229,1,279,2,1,1
2090,40,blue-collar,1,0,40blue-collarmarriedprimary,no,34,1,0,1,6,may,350,2,344,1,0,0
2091,36,entrepreneur,1,1,36entrepreneurmarriedsecondary,no,2971,0,0,1,12,nov,247,1,97,8,0,1
2092,27,management,0,1,27managementsinglesecondary,no,843,0,0,1,12,jul,123,2,185,1,1,0
2093,32,management,0,2,32managementsingletertiary,no,3289,0,0,1,8,oct,375,2,179,2,0,0
2094,38,management,1,2,38managementmarriedtertiary,no,4174,0,0,1,23,oct,336,2,184,5,0,1
2095,28,self-employed,0,2,28self-employedsingletertiary,no,1579,0,0,1,13,jan,163,1,91,3,0,1
2096,43,services,1,0,43servicesmarriedprimary,no,2567,1,0,1,14,may,109,1,360,2,0,0
2097,48,management,0,2,48managementsingletertiary,no,191,1,0,1,17,apr,222,1,326,1,0,0
2098,41,admin.,0,1,41admin.singlesecondary,no,90,1,0,1,15,may,77,2,347,4,0,0
2099,35,management,0,2,35managementsingletertiary,no,478,1,0,1,14,may,107,1,265,2,0,0
2100,53,blue-collar,1,1,53blue-collarmarriedsecondary,no,380,1,1,1,6,may,42,1,302,1,0,0
2102,33,services,0,1,33servicessinglesecondary,no,450,1,0,1,15,may,148,2,365,2,2,0
2104,27,admin.,1,2,27admin.marriedtertiary,no,2855,0,0,1,25,jan,240,1,301,3,0,1
2105,26,management,0,2,26managementsingletertiary,no,828,1,0,1,17,aug,156,1,199,1,0,1
2106,54,management,1,2,54managementmarriedtertiary,no,6525,1,0,1,17,apr,231,1,149,4,0,0
2107,36,blue-collar,1,0,36blue-collarmarriedprimary,no,319,1,0,1,13,may,774,2,301,1,0,1
2108,20,student,0,1,20studentsinglesecondary,no,88,0,0,0,21,oct,621,1,181,4,2,0
2109,48,admin.,1,0,48admin.marriedprimary,no,3,1,0,1,3,feb,69,1,252,4,0,0
2110,40,blue-collar,0,0,40blue-collarsingleprimary,no,366,1,1,1,28,jan,168,2,205,1,0,0
2111,53,self-employed,1,2,53self-employedmarriedtertiary,no,167,1,0,1,7,may,84,1,343,1,2,0
2112,42,management,1,1,42managementmarriedsecondary,no,3018,1,0,1,8,may,288,3,172,2,0,0
2113,77,retired,1,1,77retiredmarriedsecondary,no,638,0,0,1,11,feb,288,1,188,1,1,1
2114,69,retired,2,1,69retireddivorcedsecondary,no,4572,0,0,1,27,jan,185,2,92,3,1,0
2115,32,student,0,1,32studentsinglesecondary,no,5836,0,0,1,2,sep,281,2,493,2,0,0
2116,31,blue-collar,0,1,31blue-collarsinglesecondary,no,228,0,0,1,6,aug,744,1,88,4,2,1
2117,54,technician,1,1,54technicianmarriedsecondary,no,6,1,0,1,7,may,109,1,367,1,0,0
2119,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,328,1,0,1,13,may,484,3,364,1,2,0
2120,54,retired,0,1,54retiredsinglesecondary,no,515,1,0,1,6,feb,115,2,234,1,0,0
2121,43,services,1,1,43servicesmarriedsecondary,no,2478,1,0,1,28,jan,347,1,230,1,0,0
2122,24,services,0,1,24servicessinglesecondary,no,281,1,0,1,8,may,211,2,337,3,2,0
2123,26,self-employed,0,2,26self-employedsingletertiary,no,3044,1,1,1,17,apr,550,1,325,1,2,0
2124,32,admin.,0,2,32admin.singletertiary,no,4041,0,0,1,7,aug,325,1,99,2,1,0
2125,37,blue-collar,0,1,37blue-collarsinglesecondary,no,2235,1,0,1,20,apr,419,2,151,2,0,0
2126,38,services,1,1,38servicesmarriedsecondary,no,5293,1,0,1,11,may,475,1,171,6,0,1
2127,33,management,0,2,33managementsingletertiary,no,1781,0,0,1,8,oct,611,2,183,1,1,1
2128,77,retired,1,0,77retiredmarriedprimary,no,3324,0,0,1,13,may,289,1,91,5,1,1
2129,43,admin.,0,1,43admin.singlesecondary,no,277,1,0,1,12,may,315,2,363,1,0,0
2130,32,admin.,0,1,32admin.singlesecondary,no,154,1,0,1,26,apr,135,1,521,2,0,0
2131,26,student,0,2,26studentsingletertiary,no,5169,1,0,1,25,may,397,1,35,2,0,1
2132,71,retired,1,0,71retiredmarriedprimary,no,2600,0,0,1,13,nov,186,2,98,1,1,1
2133,46,management,1,2,46managementmarriedtertiary,no,349,0,0,1,14,may,466,4,88,3,1,1
2134,35,admin.,1,1,35admin.marriedsecondary,no,514,1,0,1,25,may,56,1,185,1,2,0
2135,37,blue-collar,1,1,37blue-collarmarriedsecondary,no,604,1,0,1,7,oct,371,1,495,1,0,1
2136,29,self-employed,0,2,29self-employedsingletertiary,no,1579,0,0,1,13,jul,178,1,181,4,1,1
2137,33,management,0,2,33managementsingletertiary,no,1410,1,0,1,5,feb,8,1,254,5,0,0
2138,61,retired,1,1,61retiredmarriedsecondary,no,523,0,0,1,13,aug,211,3,183,4,1,1
2139,58,retired,1,0,58retiredmarriedprimary,no,565,0,0,0,8,oct,153,1,93,1,1,1
2140,64,self-employed,1,2,64self-employedmarriedtertiary,no,661,0,0,1,21,dec,367,2,294,2,0,1
2141,52,blue-collar,1,0,52blue-collarmarriedprimary,no,4793,1,0,0,21,nov,61,3,168,2,0,0
2142,57,retired,1,1,57retiredmarriedsecondary,no,485,0,0,1,2,feb,79,2,187,2,0,0
2143,35,technician,0,2,35techniciansingletertiary,no,275,1,0,1,6,may,157,3,254,5,0,0
2144,39,technician,1,1,39technicianmarriedsecondary,no,994,0,0,1,5,feb,221,1,241,1,0,0
2145,36,blue-collar,0,1,36blue-collarsinglesecondary,no,219,1,1,1,11,may,270,2,347,1,0,0
2146,40,technician,1,1,40technicianmarriedsecondary,no,1819,0,0,1,16,sep,169,1,103,2,0,0
2147,50,management,1,2,50managementmarriedtertiary,no,469,0,0,1,16,oct,170,1,183,1,1,1
2148,33,blue-collar,1,0,33blue-collarmarriedprimary,no,331,1,0,1,9,apr,435,2,314,3,0,0
2149,42,management,1,0,42managementmarriedprimary,no,5310,1,0,1,25,nov,968,2,97,4,1,1
2150,57,housemaid,1,0,57housemaidmarriedprimary,no,501,1,1,1,11,feb,105,7,188,2,0,0
2151,27,student,0,2,27studentsingletertiary,no,311,0,0,0,2,mar,187,3,322,1,2,1
2152,30,services,1,1,30servicesmarriedsecondary,no,249,1,0,1,17,apr,294,1,275,2,0,0
2153,37,admin.,1,1,37admin.marriedsecondary,no,2061,1,1,1,7,oct,867,2,107,4,1,0
2154,47,admin.,1,1,47admin.marriedsecondary,no,642,1,0,1,13,may,197,2,363,2,2,0
2155,59,technician,1,1,59technicianmarriedsecondary,no,259,0,0,1,15,jun,415,1,89,1,1,1
2156,42,services,0,2,42servicessingletertiary,no,94,1,0,1,10,feb,151,1,183,6,1,0
2157,35,blue-collar,0,1,35blue-collarsinglesecondary,no,1239,1,0,1,29,jan,112,1,195,1,0,0
2158,62,retired,1,2,62retiredmarriedtertiary,no,2557,1,0,1,10,nov,404,1,57,8,1,1
2159,47,admin.,0,1,47admin.singlesecondary,no,3957,1,0,0,11,may,58,3,334,3,2,0
2160,31,technician,0,1,31techniciansinglesecondary,no,846,0,0,1,26,may,405,3,205,2,0,1
2161,62,retired,1,1,62retiredmarriedsecondary,no,569,0,0,1,4,aug,288,1,1,8,1,1
2162,46,management,1,2,46managementmarriedtertiary,no,189,1,0,1,20,apr,45,1,154,1,0,0
2163,31,housemaid,0,2,31housemaidsingletertiary,no,2017,1,0,1,28,jan,167,1,286,5,0,0
2164,31,entrepreneur,0,2,31entrepreneursingletertiary,no,734,1,0,1,7,may,295,1,168,4,2,0
2165,49,unemployed,2,2,49unemployeddivorcedtertiary,no,780,0,0,1,8,nov,148,1,871,2,0,0
2166,26,student,0,1,26studentsinglesecondary,no,372,1,0,1,15,may,34,11,374,2,2,0
2167,31,blue-collar,1,1,31blue-collarmarriedsecondary,no,136,0,0,1,12,may,228,2,267,1,0,1
2168,43,management,1,2,43managementmarriedtertiary,no,1429,1,0,1,19,nov,1015,1,198,2,2,1
2169,33,management,1,2,33managementmarriedtertiary,no,1390,0,0,1,5,mar,77,1,179,5,0,0
2170,37,services,0,1,37servicessinglesecondary,no,23,1,0,1,28,jun,197,1,182,1,0,0
2171,29,blue-collar,0,1,29blue-collarsinglesecondary,no,369,1,0,1,4,may,174,5,346,3,0,0
2172,35,services,1,1,35servicesmarriedsecondary,no,52,1,0,1,4,jun,328,2,94,4,1,1
2173,33,student,0,2,33studentsingletertiary,no,3404,1,0,1,20,nov,105,2,171,3,0,0
2174,44,admin.,1,1,44admin.marriedsecondary,no,764,1,0,1,3,sep,232,1,213,1,0,0
2175,32,blue-collar,1,1,32blue-collarmarriedsecondary,no,95,1,0,0,8,may,265,4,337,2,0,0
2176,34,blue-collar,1,1,34blue-collarmarriedsecondary,no,856,1,0,1,20,apr,470,1,150,5,2,0
2177,25,student,1,2,25studentmarriedtertiary,no,4923,1,1,1,19,feb,266,2,219,12,2,0
2178,41,admin.,0,1,41admin.singlesecondary,no,3895,1,0,1,14,may,305,3,296,11,2,0
2179,57,management,1,2,57managementmarriedtertiary,no,830,1,1,1,8,may,662,1,367,1,1,1
2180,33,blue-collar,1,0,33blue-collarmarriedprimary,no,415,1,0,1,5,may,316,1,337,4,1,0
2181,48,management,1,2,48managementmarriedtertiary,no,60,0,0,0,7,may,376,2,339,7,0,0
2182,35,technician,0,1,35techniciansinglesecondary,no,2144,1,0,1,30,jan,146,2,262,2,0,0
2183,60,technician,1,2,60technicianmarriedtertiary,no,6573,1,0,1,11,aug,75,1,274,1,0,0
2184,54,entrepreneur,1,0,54entrepreneurmarriedprimary,no,943,1,1,0,11,may,194,1,340,2,0,0
2185,62,self-employed,2,2,62self-employeddivorcedtertiary,no,6,1,0,1,13,oct,216,1,183,4,1,1
2186,45,blue-collar,1,1,45blue-collarmarriedsecondary,no,6879,0,0,1,12,oct,99,1,131,1,2,0
2187,34,unemployed,0,1,34unemployedsinglesecondary,no,233,1,0,1,8,may,11,8,365,4,0,0
2188,28,admin.,1,1,28admin.marriedsecondary,no,172,1,0,1,29,jan,282,1,248,2,2,0
2189,50,blue-collar,1,0,50blue-collarmarriedprimary,no,104,1,0,1,17,apr,317,3,324,2,2,0
2190,20,student,0,1,20studentsinglesecondary,no,1191,0,0,1,28,sep,500,2,228,1,0,0
2191,28,admin.,0,1,28admin.singlesecondary,no,261,1,1,1,30,jul,269,7,182,9,1,0
2192,50,management,1,1,50managementmarriedsecondary,no,2910,0,0,0,19,nov,433,1,113,1,0,0
2193,46,management,1,2,46managementmarriedtertiary,no,273,1,0,1,10,may,583,6,53,6,1,1
2194,34,management,0,2,34managementsingletertiary,no,4782,1,0,1,15,may,160,1,277,1,0,0
2195,60,housemaid,2,1,60housemaiddivorcedsecondary,no,2063,0,0,1,21,aug,54,5,86,3,0,0
2196,43,blue-collar,1,0,43blue-collarmarriedprimary,no,223,1,0,1,4,feb,112,2,204,2,2,0
2197,52,retired,1,0,52retiredmarriedprimary,no,752,1,0,0,12,may,339,4,347,2,0,0
2198,53,management,2,2,53managementdivorcedtertiary,no,6649,1,0,1,31,aug,106,1,55,1,0,0
2199,57,technician,1,1,57technicianmarriedsecondary,no,225,1,0,0,15,may,22,7,337,12,0,0
2200,39,technician,1,1,39technicianmarriedsecondary,no,381,1,0,1,11,may,758,1,347,2,0,0
2201,57,retired,1,2,57retiredmarriedtertiary,no,478,0,0,1,30,apr,70,1,84,1,0,0
2202,29,self-employed,0,2,29self-employedsingletertiary,no,1457,1,0,1,7,apr,89,1,314,1,2,0
2203,31,management,0,2,31managementsingletertiary,no,938,0,0,1,14,jun,472,1,384,3,0,0
2204,33,self-employed,1,2,33self-employedmarriedtertiary,no,263,0,0,1,16,nov,79,4,94,3,0,0
2205,41,entrepreneur,0,2,41entrepreneursingletertiary,no,791,1,0,1,5,feb,215,1,80,1,2,0
2206,56,blue-collar,1,0,56blue-collarmarriedprimary,no,420,1,0,1,29,jan,129,1,265,1,0,0
2207,29,blue-collar,0,1,29blue-collarsinglesecondary,no,1232,1,0,1,16,apr,258,1,316,2,0,0
2208,42,blue-collar,0,0,42blue-collarsingleprimary,no,22,1,0,1,14,may,116,4,365,1,0,0
2209,55,admin.,1,1,55admin.marriedsecondary,no,865,1,0,1,27,oct,96,1,111,3,0,0
2210,57,services,1,1,57servicesmarriedsecondary,no,2658,1,0,1,21,nov,107,1,190,1,0,0
2211,34,retired,1,1,34retiredmarriedsecondary,no,165,0,0,1,12,may,99,1,370,1,0,0
2212,36,technician,0,1,36techniciansinglesecondary,no,204,1,0,1,26,oct,196,1,144,8,2,0
2213,32,technician,1,1,32technicianmarriedsecondary,no,303,1,0,1,8,apr,150,1,267,4,0,1
2214,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,699,1,1,1,20,nov,1258,2,122,2,2,1
2215,39,admin.,1,1,39admin.marriedsecondary,no,150,0,0,1,25,sep,55,1,46,7,2,0
2216,35,management,1,2,35managementmarriedtertiary,no,93,0,0,1,4,may,198,2,88,1,2,0
2217,58,services,2,1,58servicesdivorcedsecondary,no,462,0,0,1,13,nov,495,1,93,1,1,1
2218,26,student,0,1,26studentsinglesecondary,no,5296,0,0,1,5,mar,229,1,205,1,0,1
2219,23,blue-collar,0,0,23blue-collarsingleprimary,no,382,0,0,1,15,jun,74,1,108,1,2,0
2220,34,management,1,2,34managementmarriedtertiary,no,498,1,0,1,29,jan,84,1,251,2,0,0
2221,38,technician,1,2,38technicianmarriedtertiary,no,447,1,0,1,2,feb,224,1,269,1,0,0
2222,52,services,2,1,52servicesdivorcedsecondary,no,12,1,0,1,6,may,78,1,170,1,0,0
2223,28,management,0,2,28managementsingletertiary,no,1720,0,0,1,14,sep,230,1,91,4,1,1
2224,53,blue-collar,0,1,53blue-collarsinglesecondary,no,1004,0,0,1,13,may,393,1,84,1,2,1
2226,31,management,0,2,31managementsingletertiary,no,816,1,0,1,26,may,302,1,40,1,0,0
2227,68,retired,1,1,68retiredmarriedsecondary,no,1443,0,0,0,21,dec,2062,2,257,1,1,1
2228,51,technician,1,1,51technicianmarriedsecondary,no,1490,1,0,1,2,feb,177,1,199,2,0,0
2229,40,services,1,1,40servicesmarriedsecondary,no,87,1,1,1,21,nov,116,2,113,4,0,0
2230,72,retired,1,1,72retiredmarriedsecondary,no,5715,0,0,1,17,nov,1127,5,184,3,1,1
2231,34,admin.,1,1,34admin.marriedsecondary,no,124,1,0,0,14,may,604,4,366,2,2,1
2232,31,services,0,2,31servicessingletertiary,no,1025,0,0,1,29,jan,93,1,254,3,0,0
2233,56,technician,2,1,56techniciandivorcedsecondary,no,3450,0,0,1,10,aug,507,1,181,2,1,1
2234,33,technician,1,1,33technicianmarriedsecondary,no,480,1,0,1,30,jan,272,1,270,1,2,0
2235,60,services,1,2,60servicesmarriedtertiary,no,4256,1,0,1,16,nov,200,1,92,4,1,1
2236,47,technician,1,1,47technicianmarriedsecondary,no,1465,1,0,1,20,nov,26,1,190,2,0,0
2237,42,management,0,2,42managementsingletertiary,no,1285,1,0,1,9,feb,21,3,252,4,2,0
2238,37,admin.,1,1,37admin.marriedsecondary,no,68,1,1,1,13,may,151,2,351,1,0,0
2239,31,management,0,2,31managementsingletertiary,no,533,0,0,1,12,nov,90,3,93,6,1,1
2240,56,technician,0,1,56techniciansinglesecondary,no,751,1,0,1,15,may,43,8,177,5,0,0
2241,30,technician,1,1,30technicianmarriedsecondary,no,436,1,0,1,5,feb,138,3,206,8,2,0
2242,32,services,0,1,32servicessinglesecondary,no,481,1,0,1,13,may,150,3,174,4,0,0
2243,22,student,0,1,22studentsinglesecondary,no,1925,0,0,1,16,nov,84,1,196,1,0,0
2244,58,services,0,1,58servicessinglesecondary,no,1430,1,0,1,20,apr,861,6,321,5,0,0
2245,28,technician,0,2,28techniciansingletertiary,no,387,1,0,1,20,apr,205,1,82,1,0,1
2246,37,management,1,2,37managementmarriedtertiary,no,489,1,0,1,3,apr,246,2,133,6,0,0
2247,23,blue-collar,0,0,23blue-collarsingleprimary,no,3198,1,0,1,15,may,224,1,352,2,0,0
2248,30,technician,0,1,30techniciansinglesecondary,no,1165,0,0,1,4,jun,204,2,183,3,1,1
2249,25,student,0,1,25studentsinglesecondary,no,1957,0,0,1,24,jun,1207,4,385,1,0,1
2250,28,blue-collar,0,2,28blue-collarsingletertiary,no,1984,1,0,1,10,aug,89,1,98,3,0,0
2251,44,blue-collar,1,2,44blue-collarmarriedtertiary,no,1371,0,0,1,13,may,788,3,363,4,2,0
2252,59,admin.,1,1,59admin.marriedsecondary,no,3735,0,0,1,18,mar,203,4,121,2,0,1
2254,60,admin.,1,1,60admin.marriedsecondary,no,106,0,0,1,21,aug,216,3,91,1,1,1
2255,43,blue-collar,1,0,43blue-collarmarriedprimary,no,249,1,0,1,18,may,33,5,298,2,2,0
2256,29,blue-collar,1,1,29blue-collarmarriedsecondary,no,2378,1,1,1,20,apr,239,1,276,6,0,0
2257,55,retired,1,1,55retiredmarriedsecondary,no,3948,0,0,1,19,nov,149,1,170,2,0,0
2258,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,30,0,0,1,14,may,60,5,371,2,0,0
2259,43,management,1,2,43managementmarriedtertiary,no,1188,0,0,1,13,oct,1573,2,139,2,0,0
2260,45,admin.,1,1,45admin.marriedsecondary,no,205,0,0,1,3,feb,373,1,92,1,1,1
2262,35,self-employed,1,2,35self-employedmarriedtertiary,no,2427,0,0,1,12,jul,210,3,158,7,2,1
2263,27,technician,2,1,27techniciandivorcedsecondary,no,21,1,0,1,18,may,336,1,356,1,0,0
2264,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,426,1,1,1,5,feb,153,2,177,2,0,0
2265,68,retired,0,2,68retiredsingletertiary,no,2144,0,0,1,22,oct,277,1,184,2,1,1
2266,43,technician,1,1,43technicianmarriedsecondary,no,473,1,0,1,3,feb,148,3,211,5,0,0
2267,58,blue-collar,1,0,58blue-collarmarriedprimary,no,3109,0,0,1,29,jun,295,1,287,4,1,1
2268,37,management,0,2,37managementsingletertiary,no,808,0,0,1,5,may,29,4,349,1,0,0
2269,52,unemployed,1,1,52unemployedmarriedsecondary,no,94,0,0,1,4,may,223,9,4,1,1,0
2270,35,technician,0,1,35techniciansinglesecondary,no,204,1,0,1,30,nov,110,3,189,1,1,0
2271,59,retired,1,2,59retiredmarriedtertiary,no,148,1,1,1,8,may,685,2,366,1,2,1
2272,81,retired,2,0,81retireddivorcedprimary,no,949,0,0,1,27,sep,188,2,280,1,2,1
2273,50,management,2,2,50managementdivorcedtertiary,no,810,0,0,1,15,sep,91,1,103,3,1,1
2274,64,retired,1,2,64retiredmarriedtertiary,no,846,0,0,1,11,feb,671,1,181,3,0,1
2275,42,blue-collar,1,0,42blue-collarmarriedprimary,no,574,1,0,1,6,apr,357,2,327,2,0,0
2276,30,student,0,1,30studentsinglesecondary,no,3096,0,0,1,2,aug,226,3,188,1,0,0
2277,32,technician,0,2,32techniciansingletertiary,no,1527,1,0,1,9,nov,270,1,144,2,0,0
2278,56,retired,1,0,56retiredmarriedprimary,no,1947,0,0,1,3,jun,124,1,34,2,0,0
2279,24,student,0,0,24studentsingleprimary,no,1235,0,0,1,14,jul,334,4,93,6,2,1
2280,32,services,1,1,32servicesmarriedsecondary,no,386,0,0,1,12,aug,305,3,104,1,0,0
2281,32,technician,0,1,32techniciansinglesecondary,no,309,1,1,1,16,apr,346,1,234,3,0,0
2282,59,blue-collar,1,0,59blue-collarmarriedprimary,no,99,1,0,1,5,feb,43,1,261,3,0,0
2283,41,admin.,0,1,41admin.singlesecondary,no,2002,1,0,1,15,may,172,2,350,1,0,0
2284,32,admin.,0,1,32admin.singlesecondary,no,98,1,0,1,5,may,360,1,365,2,0,0
2285,31,management,0,2,31managementsingletertiary,no,3340,0,0,1,15,sep,213,2,469,3,1,1
2286,71,retired,1,0,71retiredmarriedprimary,no,3230,0,0,1,24,may,341,2,133,3,0,1
2287,34,management,0,2,34managementsingletertiary,no,747,0,0,1,31,aug,72,2,98,1,0,0
2288,47,admin.,1,1,47admin.marriedsecondary,no,1210,0,0,1,26,oct,604,1,91,4,0,1
2289,30,management,1,2,30managementmarriedtertiary,no,112,1,0,1,29,jan,464,2,258,1,2,0
2290,29,self-employed,0,2,29self-employedsingletertiary,no,3290,0,0,1,23,mar,136,1,291,2,1,1
2291,47,technician,1,1,47technicianmarriedsecondary,no,1167,1,0,1,30,apr,968,1,87,5,0,1
2292,53,services,1,0,53servicesmarriedprimary,no,171,1,1,1,5,may,343,4,167,6,2,0
2293,30,services,0,1,30servicessinglesecondary,no,9,0,1,1,29,jan,194,2,205,2,0,0
2294,32,services,1,1,32servicesmarriedsecondary,no,289,1,0,1,2,feb,63,1,257,2,0,0
2295,45,management,1,1,45managementmarriedsecondary,no,2897,0,0,1,15,oct,531,4,105,7,0,0
2296,33,services,0,1,33servicessinglesecondary,no,1852,0,0,0,25,feb,371,1,204,3,2,0
2297,46,management,1,2,46managementmarriedtertiary,no,4693,0,1,1,7,aug,79,1,394,2,0,1
2298,37,unemployed,1,1,37unemployedmarriedsecondary,no,356,0,0,1,9,feb,33,2,216,1,0,0
2299,46,admin.,1,1,46admin.marriedsecondary,no,171,1,1,1,11,oct,251,1,430,1,0,0
2300,31,technician,1,2,31technicianmarriedtertiary,no,3338,1,0,1,24,jun,122,2,185,2,1,0
2301,83,retired,1,0,83retiredmarriedprimary,no,425,0,0,0,22,sep,773,1,92,2,1,1
2302,35,management,1,2,35managementmarriedtertiary,no,1870,1,0,1,24,jun,134,1,386,1,0,0
2303,47,admin.,1,1,47admin.marriedsecondary,no,663,1,1,1,12,may,409,1,274,6,2,1
2304,66,management,1,1,66managementmarriedsecondary,no,587,0,0,1,12,may,457,2,392,2,1,1
2305,30,services,0,1,30servicessinglesecondary,no,405,1,0,1,5,feb,103,1,265,2,2,0
2306,56,technician,1,2,56technicianmarriedtertiary,no,1181,0,0,1,28,jan,186,1,433,1,0,1
2307,40,blue-collar,1,1,40blue-collarmarriedsecondary,no,1508,0,0,1,3,nov,177,2,85,3,0,0
2308,29,blue-collar,1,1,29blue-collarmarriedsecondary,no,228,1,0,1,11,may,12,8,342,9,0,0
2309,20,student,0,1,20studentsinglesecondary,no,215,0,0,1,24,feb,175,1,92,6,1,1
2310,48,admin.,1,1,48admin.marriedsecondary,no,368,1,0,0,7,may,430,2,367,2,0,0
2311,26,services,0,1,26servicessinglesecondary,no,5533,1,0,1,7,may,582,2,283,4,0,0
2312,35,self-employed,1,2,35self-employedmarriedtertiary,no,2427,0,0,1,12,aug,175,3,31,10,1,1
2313,71,retired,1,1,71retiredmarriedsecondary,no,2064,0,0,1,9,aug,370,2,291,1,0,0
2314,35,self-employed,0,2,35self-employedsingletertiary,no,5462,0,0,1,2,nov,188,1,186,1,1,1
2315,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,232,1,0,0,8,may,128,8,324,7,2,0
2316,33,technician,1,1,33technicianmarriedsecondary,no,484,1,0,1,16,aug,205,3,182,9,1,1
2317,33,services,0,1,33servicessinglesecondary,no,310,1,0,1,12,may,54,2,371,1,0,0
2318,37,technician,1,1,37technicianmarriedsecondary,no,720,1,0,1,14,may,365,6,36,3,0,0
2319,34,blue-collar,1,1,34blue-collarmarriedsecondary,no,1221,1,0,1,5,feb,210,2,274,6,0,0
2320,25,technician,0,1,25techniciansinglesecondary,no,1298,0,0,1,2,sep,206,7,94,2,2,0
2321,38,technician,0,2,38techniciansingletertiary,no,876,1,0,1,13,may,5,7,355,4,0,0
2322,41,management,1,2,41managementmarriedtertiary,no,298,0,0,1,4,may,63,3,272,1,2,0
2323,30,management,0,2,30managementsingletertiary,no,398,0,0,1,30,apr,554,1,6,2,1,1
2324,59,management,1,2,59managementmarriedtertiary,no,2764,0,0,1,18,feb,459,1,56,3,0,0
2325,32,technician,0,2,32techniciansingletertiary,no,1246,1,0,1,12,aug,68,1,104,3,1,0
2326,34,management,1,2,34managementmarriedtertiary,no,520,1,0,1,17,apr,401,1,248,4,1,0
2328,36,management,1,2,36managementmarriedtertiary,no,806,1,0,1,3,feb,106,2,259,1,0,0
2329,32,management,0,2,32managementsingletertiary,no,354,0,0,1,4,mar,177,2,133,5,2,1
2330,36,management,1,2,36managementmarriedtertiary,no,93,0,0,1,12,jul,262,2,182,7,0,1
2334,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,902,1,0,1,7,apr,91,1,328,1,0,0
2335,39,blue-collar,0,2,39blue-collarsingletertiary,no,263,1,0,1,29,jan,160,1,199,6,0,0
2336,35,services,1,1,35servicesmarriedsecondary,no,630,1,0,1,2,feb,134,1,271,2,0,0
2337,89,retired,2,0,89retireddivorcedprimary,no,1323,0,0,0,29,dec,207,4,189,1,2,0
2338,80,retired,1,0,80retiredmarriedprimary,no,155,0,0,0,12,mar,290,1,93,2,1,1
2339,36,management,0,2,36managementsingletertiary,no,1496,1,0,1,18,may,40,1,269,4,0,0
2340,29,technician,1,2,29technicianmarriedtertiary,no,858,1,0,1,12,jun,234,7,330,1,0,0
2341,60,management,1,2,60managementmarriedtertiary,no,261,1,1,1,1,jun,128,1,192,1,0,0
2342,35,services,0,1,35servicessinglesecondary,no,719,1,0,1,18,may,1359,3,368,3,0,1
2343,53,admin.,1,1,53admin.marriedsecondary,no,109,0,0,0,30,sep,431,1,120,1,1,0
2344,58,services,1,1,58servicesmarriedsecondary,no,2745,1,0,1,7,may,161,1,324,2,0,0
2345,26,services,0,1,26servicessinglesecondary,no,1347,0,0,0,18,jun,280,6,92,5,2,1
2346,48,services,0,1,48servicessinglesecondary,no,133,1,1,1,29,jan,451,1,197,1,0,0
2347,36,admin.,2,1,36admin.divorcedsecondary,no,592,0,0,1,14,jan,96,7,93,7,1,0
2348,18,student,0,1,18studentsinglesecondary,no,156,0,0,1,4,nov,298,2,82,4,2,0
2349,61,retired,1,2,61retiredmarriedtertiary,no,5267,0,0,1,18,aug,212,7,188,3,1,0
2350,39,management,1,2,39managementmarriedtertiary,no,2939,0,0,1,6,oct,608,1,99,3,0,1
2351,52,technician,1,2,52technicianmarriedtertiary,no,2557,0,0,1,28,jan,134,5,204,2,1,1
2352,48,self-employed,1,1,48self-employedmarriedsecondary,no,1559,0,0,1,24,dec,520,3,133,3,0,0
2353,29,services,1,1,29servicesmarriedsecondary,no,399,0,0,1,18,dec,454,6,199,1,0,0
2354,49,management,1,2,49managementmarriedtertiary,no,1167,1,1,1,24,sep,249,1,91,14,1,1
2355,48,management,0,2,48managementsingletertiary,no,86,0,0,1,28,jun,281,3,186,6,2,1
2356,45,technician,1,1,45technicianmarriedsecondary,no,398,1,0,1,29,jan,227,1,246,5,0,0
2357,29,technician,1,1,29technicianmarriedsecondary,no,655,1,0,1,3,feb,225,3,270,2,0,0
2359,43,services,1,0,43servicesmarriedprimary,no,2557,1,0,0,15,oct,166,3,183,5,1,1
2360,47,blue-collar,0,0,47blue-collarsingleprimary,no,355,1,0,1,14,may,144,3,366,1,0,0
